Chromosome	chromStart	chromEnd	GeneName	AVSLBP	AVFB25	AVFB50	AVPPMPl0	AVPPMP20	AVPDMP10	AVPDMP20	IDinTL	previously.identfied
chr1	34000000	35000000	F7C5V8	1	0	0	0	1	0	0	0	1
chr1	35000000	36000000	E9PYL7	1	0	0	1	1	0	0	0	1
chr1	36000000	37000000	E9Q035	1	-1	-1	-1	0	0	0	0	3
chr1	37000000	38000000	Q8CFE6	1	-1	-1	0	0	0	0	0	3
chr1	38000000	39000000	A2A5I1	1	-1	-1	0	-1	0	0	0	0
chr1	39000000	40000000	A2A848	1	0	0	0	-1	0	0	0	0
chr1	40000000	41000000	A2A8T9	1	-1	-1	0	-1	0	0	0	0
chr1	41000000	42000000	A2A9F5	1	0	0	1	1	1	0	0	0
chr1	42000000	43000000	A2AG39	1	0	0	0	0	0	0	0	0
chr1	43000000	44000000	A2AJF6	1	-1	0	0	0	0	0	0	0
chr1	44000000	45000000	A2ATK9	1	-1	-1	0	-1	-1	-1	1	0
chr1	45000000	46000000	A2AW86	1	0	0	0	0	0	-1	1	0
chr1	46000000	47000000	A3KG01	1	0	0	0	0	0	1	1	0
chr1	47000000	48000000	B1ATZ4	1	0	0	0	0	0	0	0	0
chr1	48000000	49000000	B2RS80	1	-1	-1	0	0	0	0	0	0
chr1	49000000	50000000	B2RUR3	1	0	-1	0	0	-1	-1	1	0
chr1	50000000	51000000	D3YYS8	1	-1	0	0	0	0	0	0	0
chr1	51000000	52000000	D3Z3F8	1	0	0	1	1	0	1	1	0
chr1	52000000	53000000	D3Z458	1	-1	-1	0	0	0	0	0	0
chr1	53000000	54000000	D3Z512	1	1	1	0	-1	0	0	0	0
chr1	54000000	55000000	D3Z5U5	1	0	0	0	0	1	1	1	0
chr1	55000000	56000000	D6RH67	1	-1	-1	0	0	0	1	1	0
chr1	56000000	57000000	E9PWW2	1	0	0	0	0	0	0	0	0
chr1	57000000	58000000	E9Q0W5	1	-1	-1	-1	-1	0	0	0	0
chr1	58000000	59000000	E9Q6H1	1	1	1	0	0	1	0	0	0
chr1	59000000	60000000	E9QM60	1	1	1	-1	-1	0	0	0	0
chr1	60000000	61000000	F6R7Y0	1	1	1	0	0	1	0	0	0
chr1	61000000	62000000	F6TFF2	1	0	0	-1	-1	0	-1	1	0
chr1	62000000	63000000	F6Z4J2	1	-1	-1	-1	-1	-1	-1	1	0
chr1	63000000	64000000	F6ZD38	1	1	0	-1	-1	0	0	0	0
chr1	64000000	65000000	F8VPK8	1	-1	-1	0	-1	-1	-1	1	0
chr1	65000000	66000000	F8VQJ6	1	0	0	-1	-1	0	0	0	0
chr1	66000000	67000000	F8WII5	1	1	0	0	-1	0	0	0	0
chr1	67000000	68000000	G3UX26	1	0	0	0	0	0	0	0	0
chr1	68000000	69000000	G3UY29	1	-1	-1	0	0	0	0	0	0
chr1	69000000	70000000	H3BL09	1	-1	-1	0	0	-1	0	0	0
chr1	70000000	71000000	O35459	1	0	0	0	0	0	0	0	0
chr1	71000000	72000000	O35566	1	-1	-1	-1	-1	0	0	0	0
chr1	72000000	73000000	O35607	1	-1	-1	0	-1	-1	-1	1	0
chr1	73000000	74000000	O88792	1	0	0	0	0	0	0	0	0
chr1	74000000	75000000	P0C5E4	1	-1	-1	0	0	-1	0	0	0
chr1	75000000	76000000	P30558	1	-1	-1	1	0	0	1	1	0
chr1	76000000	77000000	P35279	1	0	0	1	1	0	0	0	0
chr1	77000000	78000000	P35290	1	-1	-1	0	0	0	0	0	0
chr1	78000000	79000000	P37889	1	0	0	0	0	0	0	0	0
chr1	79000000	80000000	P40237	1	-1	-1	0	-1	-1	-1	1	0
chr1	80000000	81000000	P49282	1	0	0	1	1	0	0	0	0
chr1	81000000	82000000	P51174	1	0	0	1	1	0	0	0	0
chr1	82000000	83000000	P52875	1	-1	-1	0	0	0	0	0	0
chr1	83000000	84000000	P55012	1	-1	-1	0	0	0	0	0	0
chr1	84000000	85000000	P57716	1	0	0	0	-1	0	0	0	0
chr1	85000000	86000000	P57787	1	-1	-1	-1	-1	0	-1	1	0
chr1	86000000	87000000	P61750	1	0	0	0	1	0	0	0	0
chr1	87000000	88000000	Q05DV1	1	-1	-1	-1	-1	0	0	0	0
chr1	88000000	89000000	Q09143	1	-1	-1	0	0	0	0	0	0
chr1	89000000	90000000	Q148Z6	1	0	0	0	0	0	0	0	0
chr1	90000000	91000000	Q3TCL6	1	-1	-1	0	0	-1	-1	1	0
chr1	91000000	92000000	Q3TJQ2	1	0	-1	0	0	0	0	0	0
chr1	92000000	93000000	Q3TNH0	1	-1	-1	0	0	0	0	0	0
chr1	93000000	94000000	Q3TPR7	1	1	0	1	0	-1	-1	1	0
chr1	94000000	95000000	Q3TWN7	1	-1	0	0	1	0	-1	1	0
chr1	95000000	96000000	Q3U2B2	1	0	0	0	0	0	-1	1	0
chr1	96000000	97000000	Q3U967	1	-1	-1	0	0	-1	-1	1	0
chr1	97000000	98000000	Q3UM63	1	0	0	0	0	-1	0	0	0
chr1	98000000	99000000	Q544C3	1	0	0	0	0	-1	-1	1	0
chr1	99000000	100000000	Q61730	1	-1	-1	0	0	-1	-1	1	0
chr1	100000000	101000000	Q62312	1	-1	0	1	1	0	0	0	0
chr1	101000000	102000000	Q66JT1	1	-1	-1	0	0	0	0	0	0
chr1	102000000	103000000	Q69ZF7	1	-1	-1	0	0	0	0	0	0
chr1	103000000	104000000	Q6PHU5	1	0	0	0	0	0	1	1	0
chr1	104000000	105000000	Q80UP8	1	-1	-1	0	-1	0	0	0	0
chr1	105000000	106000000	Q8BIF0	1	-1	-1	-1	-1	-1	-1	1	0
chr1	106000000	107000000	Q8BKU8	1	-1	-1	0	0	0	0	0	0
chr1	107000000	108000000	Q8BKU8	1	0	0	0	0	0	0	0	0
chr1	108000000	109000000	Q8BLI4	1	-1	-1	0	0	0	-1	1	0
chr1	109000000	110000000	Q8BMW7	1	0	0	0	0	-1	-1	1	0
chr1	110000000	111000000	Q8BXN9	1	0	0	0	0	0	0	0	0
chr1	111000000	112000000	Q8BY89	1	-1	-1	0	-1	-1	-1	1	0
chr1	112000000	113000000	Q8C0Z1	1	-1	-1	1	0	-1	0	0	0
chr1	113000000	114000000	Q8C145	1	-1	-1	0	0	0	-1	1	0
chr1	114000000	115000000	Q8C1F4	1	-1	0	0	0	0	-1	1	0
chr1	115000000	116000000	Q8C561	1	0	0	0	0	0	0	0	0
chr1	116000000	117000000	Q8C850	1	-1	-1	1	1	-1	0	0	0
chr1	117000000	118000000	Q8CCH2	1	1	1	0	0	0	0	0	0
chr1	118000000	119000000	Q8K2C7	1	0	0	0	0	0	0	0	0
chr1	119000000	120000000	Q8K2I4	1	1	1	0	0	0	0	0	0
chr1	120000000	121000000	Q8K2J7	1	-1	-1	0	0	-1	-1	1	0
chr1	121000000	122000000	Q8QZY6	1	-1	-1	0	0	0	0	0	0
chr1	122000000	123000000	Q8R4H9	1	0	0	0	0	0	0	0	0
chr1	123000000	124000000	Q8VHR0	1	1	0	1	1	0	0	0	0
chr1	124000000	125000000	Q91V01	1	0	0	0	0	0	0	0	0
chr1	125000000	126000000	Q91VD8	1	-1	-1	1	1	0	-1	1	0
chr1	126000000	127000000	Q91VR7	1	1	1	1	1	1	1	1	0
chr1	127000000	128000000	Q91WD0	1	0	0	0	0	-1	-1	1	0
chr1	128000000	129000000	Q91ZD4	1	0	0	0	0	0	0	0	0
chr1	129000000	130000000	Q922Q1	1	0	0	0	0	0	0	0	0
chr1	130000000	131000000	Q99KK1	1	0	0	0	-1	0	0	0	0
chr1	131000000	132000000	Q99KW9	1	0	1	1	1	0	0	0	0
chr1	132000000	133000000	Q9CWT6	1	0	-1	1	1	0	0	0	0
chr1	133000000	134000000	Q9D024	1	-1	-1	0	0	0	0	0	0
chr1	134000000	135000000	Q9DBP5	1	0	1	1	1	0	1	1	0
chr1	135000000	136000000	Q9DCG2	1	0	-1	0	0	-1	-1	1	0
chr1	136000000	137000000	Q9DCG2	1	-1	-1	0	-1	0	-1	1	0
chr1	137000000	138000000	Q9EP69	1	0	0	0	0	0	-1	1	0
chr1	138000000	139000000	Q9EQG9	1	-1	0	0	0	0	1	1	0
chr1	139000000	140000000	Q9JIW9	1	-1	0	0	1	0	0	0	0
chr1	140000000	141000000	Q9JJF9	1	0	0	0	-1	0	0	0	0
chr1	141000000	142000000	Q9R118	1	1	0	0	0	0	-1	1	0
chr1	142000000	143000000	Q9R1X5	1	0	0	1	0	0	0	0	0
chr1	143000000	144000000	Q9Z0J0	1	1	1	-1	-1	1	0	0	0
chr1	144000000	145000000	Q9Z0L8	1	1	1	-1	-1	1	0	0	0
chr1	145000000	146000000	Q9Z0M5	1	1	0	1	-1	0	0	0	0
chr1	146000000	147000000	Q9Z2G6	1	0	-1	0	0	0	0	0	0
chr1	147000000	148000000	A6MDD3	1	0	1	1	0	0	0	0	0
chr1	148000000	149000000	D3YVV1	1	0	0	0	0	0	0	0	0
chr1	149000000	150000000	E9PX70	1	1	0	0	0	1	1	1	0
chr1	150000000	151000000	F8WGU1	1	-1	0	0	0	0	0	0	0
chr1	151000000	152000000	H3BL26	1	0	0	-1	-1	-1	-1	1	0
chr1	152000000	153000000	O88502	1	-1	-1	0	-1	0	0	0	0
chr1	153000000	154000000	P39876	1	1	1	-1	0	-1	-1	1	0
chr1	154000000	155000000	Q14BL1	1	0	0	0	0	0	0	0	0
chr1	155000000	156000000	Q60961	1	1	-1	1	0	0	1	1	0
chr1	156000000	157000000	Q61941	1	0	0	1	1	0	0	0	0
chr1	157000000	158000000	Q64430	1	0	-1	0	-1	0	0	0	0
chr1	158000000	159000000	Q8BHE8	1	0	0	1	0	0	0	0	0
chr1	159000000	160000000	Q91YE7	1	-1	-1	0	0	0	0	0	0
chr1	160000000	161000000	Q9CQK7	1	0	0	1	1	0	1	1	0
chr1	161000000	162000000	Q9EPR5	1	1	0	0	0	0	0	0	0
chr1	162000000	163000000	A2A8R9	1	0	0	0	0	0	0	0	2
chr1	163000000	164000000	A2AQY3	1	1	0	0	0	1	0	0	2
chr1	164000000	165000000	D3YVW2	1	-1	-1	0	0	0	0	0	2
chr1	165000000	166000000	F7C279	1	-1	-1	0	0	0	0	0	2
chr1	166000000	167000000	G5E829	1	-1	-1	0	0	0	0	0	2
chr1	167000000	168000000	G5E830	1	0	0	1	1	0	0	0	2
chr1	168000000	169000000	H3BJ71	1	-1	-1	0	0	0	0	0	2
chr1	169000000	170000000	O09159	1	1	1	0	0	0	0	0	2
chr1	170000000	171000000	O35245	1	0	0	0	0	0	-1	1	2
chr1	171000000	172000000	O70503	1	-1	-1	0	0	0	0	0	2
chr1	172000000	173000000	P15379	1	-1	-1	-1	-1	0	-1	1	2
chr1	173000000	174000000	P18572	1	-1	-1	-1	-1	-1	-1	1	2
chr1	174000000	175000000	P27046	1	-1	-1	0	0	0	0	0	2
chr1	175000000	176000000	P35441	1	1	0	0	-1	0	0	0	2
chr1	176000000	177000000	P37040	1	-1	-1	-1	-1	0	0	0	2
chr1	177000000	178000000	P43883	1	-1	-1	1	-1	0	0	0	2
chr1	178000000	179000000	P58281	1	0	0	0	0	0	0	0	2
chr1	179000000	180000000	P59017	1	0	0	0	0	0	0	0	2
chr1	180000000	181000000	P60521	1	1	1	0	0	1	0	0	2
chr1	181000000	182000000	Q07113	1	0	0	0	0	0	0	0	2
chr1	182000000	183000000	Q09163	1	-1	-1	-1	0	0	-1	1	2
chr1	183000000	184000000	Q1XID4	1	0	0	1	1	-1	0	0	2
chr1	184000000	185000000	Q3THM8	1	-1	-1	0	0	0	0	0	2
chr1	185000000	186000000	Q3TMX0	1	1	1	1	1	1	1	1	2
chr1	186000000	187000000	Q4FJY3	1	0	-1	1	1	0	0	0	2
chr1	187000000	188000000	Q542D9	1	0	0	0	0	0	0	0	2
chr1	188000000	189000000	Q61584	1	0	0	0	0	0	0	0	2
chr1	189000000	190000000	Q62009	1	0	0	0	0	-1	-1	1	2
chr1	190000000	191000000	Q64337	1	1	1	1	1	0	-1	1	2
chr1	191000000	192000000	Q6GTJ9	1	0	0	0	0	0	0	0	2
chr1	192000000	193000000	Q6P1H6	1	0	0	1	0	0	0	0	2
chr1	193000000	194000000	Q8BH04	1	0	0	1	0	0	1	1	2
chr1	194000000	195000000	Q8BM72	1	0	-1	0	1	0	0	0	2
chr1	195000000	196000000	Q8BMG8	1	1	0	0	1	0	0	0	2
chr1	196000000	197000000	Q8BVE8	1	0	0	0	0	0	0	0	2
chr1	197000000	198000000	Q8C129	1	1	1	0	0	0	0	0	2
chr1	198000000	199000000	Q8K4Q8	1	0	0	0	0	0	0	0	2
chr1	199000000	200000000	Q8R404	1	0	0	0	0	0	0	0	2
chr1	200000000	201000000	Q8VBZ3	1	-1	-1	0	0	0	0	0	2
chr1	201000000	202000000	Q9CQ45	1	0	1	0	1	0	0	0	2
chr1	202000000	203000000	Q9D281	1	-1	-1	-1	0	0	0	0	2
chr1	203000000	204000000	Q9DBZ1	1	0	0	0	0	-1	0	0	2
chr1	204000000	205000000	Q9JHF5	1	0	0	0	0	0	0	0	2
chr1	205000000	206000000	Q9R1B9	1	1	1	0	-1	0	1	1	2
chr1	206000000	207000000	Q9WV91	1	-1	-1	0	0	0	0	0	2
chr1	207000000	208000000	Q9WVJ3	1	1	1	-1	-1	0	0	0	2
chr1	208000000	209000000	Q9Z247	1	0	0	0	0	0	0	0	2
chr1	209000000	210000000	Q9Z2I0	1	0	0	0	0	0	0	0	2
chr1	210000000	211000000	O88696	1	0	0	0	0	0	0	0	2
chr1	211000000	212000000	Q3TSS7	1	0	0	0	0	1	1	1	2
chr1	212000000	213000000	Q8VCX5	1	0	0	0	0	0	0	0	2
chr1	213000000	214000000	A2ALW3	1	0	0	0	-1	1	0	0	1
chr1	214000000	215000000	A2CG14	1	0	0	0	0	0	0	0	1
chr1	215000000	216000000	A2RSV8	1	0	0	0	0	0	0	0	1
chr1	216000000	217000000	B2RUP8	1	1	1	0	0	0	0	0	1
chr1	217000000	218000000	B9EHY2	1	0	0	0	0	0	0	0	1
chr1	218000000	219000000	E9Q7U2	1	1	1	1	1	0	0	0	1
chr1	219000000	220000000	E9QAH1	1	-1	-1	0	0	0	0	0	1
chr1	220000000	221000000	O08832	1	0	0	0	0	0	0	0	1
chr1	221000000	222000000	O89001	1	-1	-1	0	0	0	0	0	1
chr1	222000000	223000000	O89051	1	0	0	1	1	-1	0	0	1
chr1	223000000	224000000	P06797	1	1	1	0	0	1	0	0	1
chr1	224000000	225000000	P11438	1	0	0	-1	-1	0	0	0	1
chr1	225000000	226000000	P21995	1	-1	-1	-1	0	-1	-1	1	1
chr1	226000000	227000000	P48962	1	0	0	0	0	0	0	0	1
chr1	227000000	228000000	P53986	1	-1	-1	-1	-1	-1	-1	1	1
chr1	228000000	229000000	P70280	1	-1	-1	0	1	-1	0	0	1
chr1	229000000	230000000	P97792	1	-1	0	0	1	0	0	0	1
chr1	230000000	231000000	Q3U962	1	1	1	0	0	-1	0	0	1
chr1	231000000	232000000	Q3UDC9	1	0	0	0	0	0	0	0	1
chr1	232000000	233000000	Q61739	1	0	0	0	0	0	0	0	1
chr1	233000000	234000000	Q62470	1	-1	-1	0	0	0	0	0	1
chr1	234000000	235000000	Q6DID7	1	-1	0	0	0	0	0	0	1
chr1	235000000	236000000	Q7TMR0	1	1	1	0	0	0	1	1	1
chr1	236000000	237000000	Q8BMK4	1	0	0	0	0	0	0	0	1
chr1	237000000	238000000	Q8BP40	1	-1	-1	1	0	0	0	0	1
chr1	238000000	239000000	Q8BP92	1	0	0	1	1	0	0	0	1
chr1	239000000	240000000	Q8BTX9	1	0	0	0	0	0	0	0	1
chr1	240000000	241000000	Q8BVU5	1	0	-1	0	-1	0	0	0	1
chr1	241000000	242000000	Q8C6F5	1	-1	0	0	0	0	0	0	1
chr1	242000000	243000000	Q8K135	1	0	0	0	0	0	-1	1	1
chr1	243000000	244000000	Q8R2Q8	1	-1	-1	0	0	-1	-1	1	1
chr1	244000000	245000000	Q8R2Y2	1	-1	-1	0	-1	-1	-1	1	1
chr1	245000000	246000000	Q8VDL4	1	-1	-1	0	0	0	0	0	1
chr1	246000000	247000000	Q8VDN2	1	-1	-1	0	0	0	0	0	1
chr1	247000000	248000000	Q99M71	1	1	0	0	0	0	0	0	1
chr1	248000000	249000000	Q9CXT7	1	-1	-1	-1	-1	-1	-1	1	1
chr1	249000000	250000000	Q9CZR8	1	0	0	0	0	0	0	0	1
chr1	250000000	251000000	Q9EQJ0	1	-1	-1	0	-1	-1	-1	1	1
chr1	251000000	252000000	Q9R1Q6	1	-1	0	1	0	0	0	0	1
chr1	252000000	253000000	Q9WU62	1	-1	-1	0	0	0	0	0	1
chr1	253000000	254000000	Q9Z127	1	-1	-1	-1	-1	-1	-1	1	1
chr1	254000000	255000000	Q9Z2Z6	1	0	0	0	0	0	0	0	1
chr1	255000000	256000000	A2AUF6	1	0	0	0	0	0	0	0	1
chr1	256000000	257000000	B2RRF0	1	1	0	1	1	0	0	0	1
chr1	257000000	258000000	A2ADS0	1	-1	-1	0	1	-1	0	0	3
chr1	258000000	259000000	A2AJ15	1	-1	-1	-1	-1	0	0	0	3
chr1	259000000	260000000	A2AS71	1	-1	-1	-1	-1	0	-1	1	3
chr1	260000000	261000000	A2BFA6	1	1	1	0	-1	0	0	0	3
chr1	261000000	262000000	A3KGK1	1	0	0	0	0	0	0	0	3
chr1	262000000	263000000	B1AU73	1	-1	0	0	0	0	0	0	3
chr1	263000000	264000000	B2RXS4	1	0	0	1	1	0	0	0	3
chr1	264000000	265000000	D3Z2J6	1	-1	-1	0	0	0	0	0	3
chr1	265000000	266000000	E9PWK1	1	-1	-1	0	-1	-1	-1	1	3
chr1	266000000	267000000	E9PZQ3	1	0	0	0	1	0	0	0	3
chr1	267000000	268000000	E9QMH7	1	-1	0	0	0	0	0	0	3
chr1	268000000	269000000	F8WHM5	1	1	1	1	1	0	0	0	3
chr1	269000000	270000000	G5E899	1	0	0	0	-1	0	0	0	3
chr1	270000000	271000000	G5E8D2	1	-1	-1	0	0	0	0	0	3
chr1	271000000	272000000	O08912	1	0	0	0	0	0	0	0	3
chr1	272000000	273000000	O35114	1	1	0	0	0	0	0	0	3
chr1	273000000	274000000	O35129	1	0	0	0	0	0	0	0	3
chr1	274000000	275000000	O35598	1	-1	-1	0	-1	-1	0	0	3
chr1	275000000	276000000	O54965	1	0	0	0	0	-1	0	0	3
chr1	276000000	277000000	O70252	1	0	-1	0	0	0	0	0	3
chr1	277000000	278000000	P10605	1	1	1	0	-1	0	0	0	3
chr1	278000000	279000000	P16675	1	1	1	0	-1	0	0	0	3
chr1	279000000	280000000	P17047	1	0	0	-1	-1	0	0	0	3
chr1	280000000	281000000	P18406	1	1	0	1	1	0	0	0	3
chr1	281000000	282000000	P21956	1	0	0	0	0	-1	-1	1	3
chr1	282000000	283000000	P28653	1	1	0	1	1	0	-1	1	3
chr1	283000000	284000000	P29533	1	-1	-1	0	0	-1	-1	1	3
chr1	284000000	285000000	P41731	1	0	0	-1	-1	0	0	0	3
chr1	285000000	286000000	P49817	1	-1	-1	0	0	-1	0	0	3
chr1	286000000	287000000	P52800	1	-1	-1	-1	-1	0	-1	1	3
chr1	287000000	288000000	P53690	1	1	1	1	1	0	0	0	3
chr1	288000000	289000000	P54071	1	0	0	0	0	0	0	0	3
chr1	289000000	290000000	P55288	1	1	0	1	1	0	0	0	3
chr1	290000000	291000000	P59325	1	0	0	0	-1	1	0	0	3
chr1	291000000	292000000	P70452	1	-1	-1	-1	-1	-1	-1	1	3
chr1	292000000	293000000	P97300	1	0	0	0	0	0	0	0	3
chr1	293000000	294000000	P97300	1	-1	-1	-1	-1	-1	-1	1	3
chr1	294000000	295000000	Q00493	1	1	0	0	0	0	0	0	3
chr1	295000000	296000000	Q3TWF3	1	0	0	1	1	-1	0	0	3
chr1	296000000	297000000	Q3UKC1	1	1	1	1	1	0	0	0	3
chr1	297000000	298000000	Q4PZA2	1	0	0	0	0	0	0	0	3
chr1	298000000	299000000	Q545I6	1	1	1	0	-1	1	0	0	3
chr1	299000000	300000000	Q60766	1	0	0	0	0	0	0	0	3
chr1	300000000	301000000	Q60932	1	0	0	0	0	0	0	0	3
chr1	301000000	302000000	Q62086	1	-1	-1	-1	-1	-1	-1	1	3
chr1	302000000	303000000	Q62087	1	-1	-1	0	0	-1	-1	1	3
chr1	303000000	304000000	Q62371	1	0	0	0	1	0	0	0	3
chr1	304000000	305000000	Q64449	1	0	0	0	0	0	0	0	3
chr1	305000000	306000000	Q6XLQ8	1	0	0	1	1	0	0	0	3
chr1	306000000	307000000	Q78P93	1	1	1	0	-1	0	0	0	3
chr1	307000000	308000000	Q80WJ7	1	-1	-1	0	0	0	0	0	3
chr1	308000000	309000000	Q8BFR4	1	1	1	0	-1	0	0	0	3
chr1	309000000	310000000	Q8BJS4	1	0	-1	0	0	0	0	0	3
chr1	310000000	311000000	Q8BKE6	1	-1	-1	0	0	0	0	0	3
chr1	311000000	312000000	Q8R127	1	1	0	0	0	0	0	0	3
chr1	312000000	313000000	Q8R2Y0	1	-1	-1	0	0	0	0	0	3
chr1	313000000	314000000	Q8VE88	1	-1	-1	0	0	0	0	0	3
chr1	314000000	315000000	Q91ZX7	1	1	0	0	0	0	0	0	3
chr1	315000000	316000000	Q920A5	1	1	1	0	0	0	0	0	3
chr1	316000000	317000000	Q99KU0	1	-1	-1	0	0	0	0	0	3
chr1	317000000	318000000	Q99L04	1	-1	-1	0	0	-1	-1	1	3
chr1	318000000	319000000	Q99P91	1	1	0	1	1	0	0	0	3
chr1	319000000	320000000	Q9CQF9	1	0	0	0	1	0	0	0	3
chr1	320000000	321000000	Q9ET22	1	1	1	-1	-1	0	0	0	3
chr1	321000000	322000000	Q9JKF7	1	0	0	0	0	0	0	0	3
chr1	322000000	323000000	Q544G5	1	-1	-1	-1	-1	-1	-1	1	3
chr1	323000000	324000000	Q8BGH2	1	0	-1	0	0	-1	0	0	3
chr1	324000000	325000000	D3YZ22	1	0	0	0	0	0	0	0	3
chr1	325000000	326000000	D3Z148	1	0	0	1	0	0	0	0	3
chr1	326000000	327000000	Q8C4F9	1	0	0	-1	-1	0	-1	1	3
chr1	327000000	328000000	Q91VK2	1	-1	0	-1	-1	1	1	1	3
